,sdg 1,sdg 2,sdg 3,sdg 4,sdg 5,sdg 6,sdg 7,sdg 8,sdg 9,sdg 10,sdg 11,sdg 12,sdg 13,sdg 14,sdg 15,sdg 16,sdg 17,risk tag,P1,N1,P2,N2,P3,N3,P1_adjusted,N1_adjusted,P2_adjusted,N2_adjusted,P3_adjusted,N3_adjusted
user1719,0.0,1.0,1.0,1.0,0.75,1.0,0.75,0.25,0.25,0.5,0.5,0.75,0.75,1.0,0.75,0.0,0.25,0.0,KCC,현대엘리베이터,일동제약,애경산업,한화,HL홀딩스,일동제약,현대엘리베이터,삼성중공업,애경산업,LG에너지솔루션,롯데렌탈
user1720,0.25,0.75,0.25,1.0,0.25,0.5,1.0,0.25,0.0,0.25,0.25,0.75,0.75,0.5,0.5,0.5,0.0,0.0,KCC,애경산업,현대오토에버,현대엘리베이터,두산에너빌리티,HL홀딩스,애경케미칼,현대엘리베이터,한화투자증권,애경산업,한화솔루션,롯데렌탈
user1721,0.0,0.75,1.0,0.5,0.0,1.0,0.25,0.75,1.0,1.0,0.0,0.0,0.75,0.75,1.0,0.5,0.0,2.0,우리금융지주,한화손해보험,NH투자증권,한세실업,하나금융지주,두산퓨얼셀,롯데웰푸드,카카오페이,S-OIL,두산퓨얼셀,SGC에너지,한화손해보험
user1722,0.75,0.75,0.5,0.75,0.25,1.0,0.0,1.0,1.0,0.75,1.0,1.0,0.0,0.5,0.75,1.0,0.75,2.0,삼성증권,HD현대중공업,우리금융지주,한화손해보험,SK텔레콤,한일단조,롯데이노베이트,OCI 홀딩스,세아베스틸지주,한일단조,현대위아,한화손해보험
user1723,0.5,0.5,0.0,0.25,0.5,1.0,1.0,0.75,0.0,0.75,0.5,0.75,0.5,0.75,0.25,0.0,0.25,2.0,하이트진로,SK스퀘어,NH투자증권,신세계 I&C,롯데웰푸드,카카오,GS리테일,카카오,롯데웰푸드,신세계 I&C,LG유플러스,한미글로벌
user1724,1.0,0.0,0.25,0.25,1.0,0.25,1.0,1.0,0.75,0.25,0.5,0.75,0.0,1.0,0.5,1.0,0.75,2.0,BNK금융,HD현대중공업,우리금융지주,애경케미칼,삼성증권,DS단석,한전KPS,애경케미칼,KB금융,SK바이오팜,에스엘,OCI 홀딩스
user1725,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.25,0.5,0.75,0.25,0.5,0.75,0.0,KB금융,애경산업,카카오페이,현대엘리베이터,한화투자증권,미스토홀딩스,한화,애경산업,지역난방공사,현대엘리베이터,한일단조,삼양사
user1726,0.75,0.0,0.5,0.0,0.0,0.75,0.5,0.25,0.0,1.0,1.0,1.0,0.0,0.0,0.25,0.0,0.5,2.0,GS리테일,HD현대중공업,삼성증권,한화손해보험,세방전지,SK스퀘어,LG디스플레이,HD현대중공업,GS리테일,한미글로벌,삼성바이오로직스,한화손해보험
user1727,0.75,0.0,0.25,0.5,0.25,0.5,0.5,1.0,0.25,0.0,1.0,0.5,0.5,0.75,1.0,0.0,1.0,2.0,우리금융지주,SK스퀘어,SK텔레콤,한화손해보험,삼성증권,엘앤에프,KB금융,SK바이오팜,이마트,애경케미칼,SK텔레콤,포스코DX
user1728,0.75,0.5,1.0,0.25,0.75,0.5,1.0,0.5,0.75,0.5,0.25,0.25,1.0,1.0,0.25,1.0,0.5,0.0,한화투자증권,애경산업,한화생명,현대엘리베이터,삼성화재,미스토홀딩스,한국가스공사,애경산업,한일단조,현대엘리베이터,삼성중공업,하나투어
user1729,0.0,0.75,0.0,1.0,0.5,1.0,0.5,0.0,0.75,0.75,0.25,0.25,1.0,0.75,0.25,0.75,0.25,1.0,NH투자증권,미스토홀딩스,삼성증권,두산퓨얼셀,JB금융지주,HD현대중공업,롯데이노베이트,카카오페이,포스코홀딩스,현대엘리베이터,교보증권,애경산업
user1730,0.0,0.75,1.0,1.0,0.5,0.0,0.5,0.75,1.0,0.0,0.75,0.5,0.5,0.0,0.0,0.75,0.0,1.0,삼성증권,HD현대중공업,넷마블,현대제철,롯데이노베이트,삼성중공업,KCC,OCI 홀딩스,삼성생명,콜마홀딩스,한화생명,KC그린홀딩스
user1731,0.75,0.0,1.0,0.25,0.5,0.25,0.5,0.5,0.75,0.75,1.0,0.0,1.0,0.75,0.25,1.0,0.75,2.0,삼성증권,엘앤에프,BNK금융,HD현대중공업,우리금융지주,두산퓨얼셀,한화생명,애경케미칼,삼성화재,OCI 홀딩스,KB금융,두산
user1732,0.0,0.0,0.75,0.75,0.0,0.75,0.5,1.0,0.75,1.0,0.0,0.75,0.25,0.5,1.0,1.0,0.25,0.0,KCC,애경산업,한화시스템,현대엘리베이터,현대로템,한화손해보험,현대제철,애경산업,포스코DX,현대엘리베이터,삼성중공업,하나투어
user1733,0.25,0.75,1.0,0.75,0.0,0.0,0.75,0.75,1.0,0.5,0.5,0.0,0.75,1.0,0.0,0.5,0.25,2.0,삼성증권,한화손해보험,NH투자증권,엘앤에프,BNK금융,삼성SDI,삼성화재,콜마홀딩스,NH투자증권,OCI 홀딩스,기업은행,한화손해보험
user1734,0.75,0.75,0.25,1.0,0.0,0.75,0.75,0.0,0.75,0.25,0.25,0.0,0.75,1.0,0.5,0.75,0.25,2.0,NH투자증권,한화손해보험,BNK금융,미스토홀딩스,우리금융지주,엘앤에프,삼성화재,카카오페이,롯데이노베이트,SK바이오팜,교보증권,한화손해보험
user1735,0.5,0.75,0.5,0.75,0.0,0.5,1.0,0.75,0.25,0.5,0.75,1.0,1.0,1.0,0.75,0.25,0.25,2.0,SK텔레콤,한화손해보험,우리금융지주,SK스퀘어,하이트진로,한세실업,동원산업,한화손해보험,BGF리테일,신세계 I&C,이마트,콜마홀딩스
user1736,0.5,0.5,1.0,1.0,1.0,0.75,0.0,0.0,0.25,0.75,0.25,0.75,1.0,0.25,1.0,0.5,1.0,0.0,현대오토에버,애경산업,대웅제약,현대엘리베이터,상상인증권,HD현대중공업,LG이노텍,현대엘리베이터,상상인증권,애경산업,지역난방공사,한일시멘트
user1737,0.0,0.25,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.25,1.0,0.5,0.0,0.5,0.25,0.25,0.75,0.0,상상인증권,애경산업,다올투자증권,현대엘리베이터,카카오,미스토홀딩스,상상인증권,애경산업,다올투자증권,현대엘리베이터,한화시스템,하이트진로
user1738,0.25,1.0,1.0,0.75,0.0,1.0,0.5,0.75,0.0,0.75,0.25,0.75,0.25,1.0,0.75,0.5,0.5,2.0,하이트진로,한화손해보험,삼양홀딩스,카카오페이,우리금융지주,신세계 I&C,S-OIL,카카오페이,SGC에너지,한화손해보험,롯데이노베이트,한일단조
user1739,0.0,0.25,0.75,1.0,1.0,0.0,0.25,0.75,0.25,0.25,0.25,1.0,1.0,0.0,1.0,0.5,1.0,0.0,현대오토에버,애경산업,상상인증권,현대엘리베이터,한온시스템,HD현대중공업,상상인증권,애경산업,지역난방공사,현대엘리베이터,롯데케미칼,하이트진로
user1740,0.75,0.75,0.5,0.75,1.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.0,카카오페이,애경산업,KB금융,현대엘리베이터,다올투자증권,미스토홀딩스,한화시스템,애경산업,한화투자증권,현대엘리베이터,카카오,미스토홀딩스
user1741,0.0,0.75,0.0,0.75,0.5,1.0,1.0,1.0,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0.0,0.0,2.0,NH투자증권,SK스퀘어,롯데웰푸드,HD현대중공업,아시아나항공,한세실업,롯데웰푸드,콜마홀딩스,롯데이노베이트,다올투자증권,현대모비스,카카오
user1742,1.0,1.0,0.75,0.25,0.0,0.0,0.75,0.75,0.25,0.0,0.0,0.75,0.75,0.25,0.75,1.0,0.5,0.0,이마트,애경산업,현대오토에버,현대엘리베이터,코오롱인더,HD현대중공업,HD현대일렉트릭,애경산업,한화에어로스페이스,현대엘리베이터,SK스퀘어,삼성증권
user1743,0.25,0.0,0.75,0.5,0.25,0.0,1.0,1.0,0.5,0.25,0.75,1.0,0.5,0.0,0.0,0.0,0.5,1.0,SK텔레콤,HD현대중공업,넷마블,SK스퀘어,LG유플러스,한화손해보험,KCC,애경산업,삼성생명,콜마홀딩스,두산밥캣,현대엘리베이터
user1744,0.5,0.5,0.75,0.0,1.0,0.25,0.5,0.25,0.25,1.0,0.0,0.5,0.5,0.5,0.25,0.25,1.0,2.0,대한항공,HD현대중공업,삼성증권,애경케미칼,아시아나항공,엘앤에프,넷마블,애경케미칼,대웅제약,카카오,S-OIL,카카오페이
user1745,0.25,0.5,0.25,0.75,1.0,1.0,0.0,0.0,0.25,0.5,0.0,1.0,1.0,0.5,0.75,0.5,0.75,1.0,코오롱ENP,기업은행,롯데웰푸드,HD현대중공업,대웅제약,애경산업,코오롱인더,현대엘리베이터,영원무역,애경산업,세아베스틸지주,카카오페이
user1746,1.0,0.0,0.25,0.5,1.0,0.5,0.25,0.0,0.5,0.25,0.25,1.0,0.5,0.0,0.0,0.25,0.0,2.0,삼성증권,HD현대중공업,애경산업,카카오,현대엘리베이터,삼성중공업,두산밥캣,OCI 홀딩스,KB금융,카카오,넷마블,HD현대중공업
user1747,0.5,0.5,1.0,0.25,0.25,0.75,0.75,0.0,0.0,0.0,0.75,0.25,1.0,0.5,1.0,0.25,0.5,1.0,우리금융지주,HL홀딩스,SK텔레콤,미스토홀딩스,삼성생명,HD현대중공업,코오롱인더,현대오토에버,현대비앤지스틸,현대엘리베이터,한화생명,애경산업
user1748,0.0,1.0,0.5,0.0,0.75,1.0,0.75,1.0,0.25,0.5,1.0,0.75,0.75,0.75,0.75,0.0,0.25,1.0,롯데웰푸드,HL홀딩스,우리금융지주,LX세미콘,KCC,한세실업,롯데이노베이트,애경산업,코오롱글로벌,현대엘리베이터,한화,애경케미칼
user1749,0.75,0.25,0.75,0.5,0.75,0.25,0.25,0.75,0.0,0.25,1.0,0.0,0.5,0.0,0.75,0.0,0.5,0.0,카카오페이,애경산업,삼성생명,현대엘리베이터,카카오,미스토홀딩스,LS ELCTRIC,애경산업,카카오,현대엘리베이터,카카오페이,미스토홀딩스
user1750,0.5,0.75,0.0,0.5,0.5,0.25,0.25,0.75,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.25,0.5,1.0,우리금융지주,엘앤에프,SK텔레콤,LX세미콘,삼성증권,두산퓨얼셀,삼성생명,OCI 홀딩스,KCC,콜마홀딩스,이마트,애경케미칼
user1751,0.0,0.75,0.25,1.0,0.75,0.5,0.0,0.0,0.75,0.75,0.25,0.0,0.25,0.75,0.5,0.0,0.0,1.0,NH투자증권,한세실업,삼성증권,미스토홀딩스,아시아나항공,엘앤에프,NH투자증권,두산퓨얼셀,S-OIL,두산,대웅제약,엘앤에프
user1752,0.0,0.75,0.75,0.5,0.75,0.0,0.5,0.25,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.25,2.0,우리금융지주,엘앤에프,삼성증권,두산퓨얼셀,하나금융지주,한세실업,포스코홀딩스,현대오토에버,한국금융지주,SK바이오팜,삼성생명,콜마홀딩스
user1753,0.75,0.0,0.25,1.0,1.0,0.5,0.25,1.0,0.25,0.0,0.0,0.0,1.0,0.0,0.25,0.75,0.75,2.0,삼성증권,HD현대중공업,현대엘리베이터,DS단석,메리츠금융지주,두산퓨얼셀,롯데하이마트,OCI 홀딩스,KB금융,DS단석,코오롱ENP,두산퓨얼셀
user1754,1.0,1.0,0.5,0.25,0.0,1.0,0.25,1.0,0.25,0.75,0.75,0.75,0.75,0.25,0.0,0.0,0.5,0.0,세방전지,애경산업,KCC,현대엘리베이터,오뚜기,롯데렌탈,한화,애경산업,한화투자증권,현대엘리베이터,한미약품,하나투어
user1755,1.0,0.75,0.75,0.25,0.5,0.5,0.0,0.75,0.25,0.5,0.5,0.0,1.0,0.25,0.75,0.75,0.0,0.0,카카오,애경산업,상상인증권,현대엘리베이터,한화생명,미스토홀딩스,한국가스공사,애경산업,카카오,현대엘리베이터,한화에어로스페이스,미스토홀딩스
user1756,0.25,0.5,1.0,0.75,0.5,1.0,0.5,1.0,0.75,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.75,1.0,삼성증권,HD현대중공업,대한항공,SK스퀘어,기업은행,HD현대일렉트릭,KCC,SK스퀘어,롯데이노베이트,HD현대중공업,현대모비스,두산
user1757,0.5,0.5,0.75,1.0,0.5,0.5,0.75,0.5,0.5,0.25,0.0,0.0,0.75,1.0,0.5,0.0,0.75,1.0,NH투자증권,HL홀딩스,아시아나항공,미스토홀딩스,삼성화재,SK스퀘어,삼성화재,SK디앤디,한화생명,카카오페이,KB금융,현대엘리베이터
user1758,1.0,0.5,0.0,0.0,0.5,1.0,0.0,0.75,0.75,0.0,0.25,0.0,0.5,0.0,1.0,0.0,0.75,0.0,KC그린홀딩스,애경산업,KB금융,현대엘리베이터,미래에셋증권,미스토홀딩스,한화,애경산업,지역난방공사,현대엘리베이터,롯데케미칼,제주항공
user1759,0.75,0.0,0.25,0.75,0.0,0.5,0.25,0.0,0.5,0.5,0.25,1.0,0.0,0.5,0.0,0.75,0.5,0.0,현대오토에버,애경산업,한온시스템,현대엘리베이터,한진칼,한화손해보험,포스코DX,애경산업,삼성SDI,현대엘리베이터,다올투자증권,아시아나항공
user1760,0.75,0.0,0.5,0.0,0.25,1.0,0.75,0.0,0.25,1.0,0.0,0.75,0.25,0.5,1.0,0.75,0.25,0.0,세방전지,애경산업,현대로템,현대엘리베이터,OCI,기업은행,콜마홀딩스,애경산업,OCI 홀딩스,현대엘리베이터,삼성중공업,하나투어
user1761,0.0,0.25,0.5,0.0,1.0,0.0,0.5,1.0,0.25,0.5,0.0,0.75,1.0,0.75,0.0,0.25,0.75,1.0,아시아나항공,카카오,대한항공,SK디앤디,KB금융,애경케미칼,코오롱인더,애경케미칼,세아홀딩스,OCI 홀딩스,한국콜마,카카오
user1762,0.75,0.5,1.0,0.25,0.75,0.5,0.75,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.75,1.0,0.25,0.0,현대로템,애경산업,한화투자증권,현대엘리베이터,유한양행,HD현대중공업,한화에어로스페이스,애경산업,한미약품,현대엘리베이터,현대로템,하이트진로
user1763,0.75,0.5,0.25,1.0,0.5,0.75,0.25,0.0,0.5,0.75,0.25,1.0,0.75,0.75,1.0,1.0,0.75,2.0,우리금융지주,HD현대중공업,삼성증권,한화손해보험,하이트진로,한일단조,HL만도,카카오페이,LG디스플레이,한일단조,삼성전기,OCI 홀딩스
user1764,1.0,0.75,1.0,0.0,0.25,1.0,0.5,0.0,1.0,0.75,1.0,0.0,0.0,0.5,0.0,0.5,0.25,0.0,세방전지,애경산업,한화생명,현대엘리베이터,다올투자증권,미스토홀딩스,현대로템,애경산업,한화시스템,현대엘리베이터,다올투자증권,하나투어
user1765,0.25,0.75,0.0,1.0,0.0,0.5,1.0,0.0,1.0,0.25,0.75,1.0,0.25,0.25,1.0,0.0,0.0,1.0,KT&G,HD현대중공업,SK텔레콤,한화손해보험,롯데웰푸드,상상인증권,코오롱글로벌,애경산업,현대모비스,현대엘리베이터,이마트,한세실업
user1766,0.25,0.75,1.0,0.5,0.5,1.0,0.0,1.0,0.25,0.25,1.0,0.75,0.5,0.25,0.5,0.75,0.0,1.0,우리금융지주,HD현대중공업,유한양행,애경산업,삼성증권,한화손해보험,롯데이노베이트,애경산업,세아베스틸지주,현대엘리베이터,현대비앤지스틸,현대오토에버
user1767,0.0,0.25,0.5,1.0,0.25,0.75,1.0,0.5,1.0,1.0,0.75,0.25,0.25,1.0,0.5,0.0,0.75,0.0,미래에셋증권,애경산업,KCC,현대엘리베이터,삼성생명,HL홀딩스,한화시스템,애경산업,미래에셋증권,현대엘리베이터,포스코퓨처엠,하나투어
user1768,0.25,1.0,1.0,0.0,1.0,1.0,0.75,0.25,0.75,1.0,1.0,0.5,0.75,0.25,0.25,0.75,0.5,2.0,삼성증권,HD현대중공업,NH투자증권,HD현대일렉트릭,JB금융지주,엘앤에프,롯데이노베이트,현대오토에버,한국금융지주,애경케미칼,대웅제약,HD현대중공업
user1769,0.25,0.75,0.25,0.5,0.25,1.0,1.0,0.5,0.75,0.0,1.0,0.25,1.0,1.0,0.0,0.0,0.75,2.0,NH투자증권,SK스퀘어,SK텔레콤,한화손해보험,삼성증권,한온시스템,삼성생명,콜마홀딩스,SK네트웍스,현대오토에버,교보증권,SK스퀘어
user1770,1.0,0.75,0.0,0.75,0.25,1.0,1.0,0.75,0.5,0.25,1.0,0.0,0.0,0.0,0.5,0.0,0.5,2.0,NH투자증권,HD현대중공업,삼성증권,SK스퀘어,우리금융지주,HD현대건설기계,GS리테일,SK스퀘어,롯데이노베이트,HD현대중공업,BGF리테일,SK바이오팜
user1771,0.0,1.0,0.5,0.0,0.75,0.25,0.25,0.75,1.0,1.0,0.5,1.0,0.25,1.0,1.0,0.5,0.5,1.0,롯데웰푸드,애경산업,우리금융지주,현대엘리베이터,하나금융지주,LX세미콘,롯데이노베이트,애경산업,포스코홀딩스,현대엘리베이터,삼성전자,애경케미칼
user1772,0.5,0.0,1.0,0.75,1.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.5,1.0,1.0,넷마블,HD현대중공업,삼성증권,애경산업,JB금융지주,현대엘리베이터,삼성전기,애경산업,한화생명,현대엘리베이터,다올투자증권,하이트진로
user1773,0.75,0.5,1.0,0.0,0.75,0.5,0.25,0.75,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,0.75,0.0,SK텔레콤,애경산업,미래에셋증권,현대엘리베이터,현대로템,HD현대중공업,LS ELCTRIC,애경산업,현대로템,현대엘리베이터,포스코퓨처엠,하이트진로
user1774,0.0,1.0,1.0,1.0,0.0,1.0,0.75,0.0,0.5,0.5,0.75,0.0,0.5,0.75,0.75,0.75,0.75,1.0,NH투자증권,미스토홀딩스,삼성생명,한화손해보험,한화생명,애경산업,롯데이노베이트,애경산업,현대비앤지스틸,현대엘리베이터,삼성화재,현대오토에버
user1775,0.75,0.0,0.75,0.25,0.5,0.5,1.0,0.25,0.25,0.75,0.75,0.25,0.25,1.0,1.0,0.0,0.25,1.0,우리금융지주,HL홀딩스,삼성생명,한세실업,아시아나항공,미스토홀딩스,삼성화재,애경산업,한화생명,현대엘리베이터,NEVER,HL홀딩스
user1776,0.75,0.0,0.0,0.0,0.5,0.5,0.25,0.0,0.75,1.0,0.25,0.75,0.75,0.5,0.5,0.0,1.0,1.0,SK텔레콤,SK스퀘어,삼성증권,HD현대중공업,세방전지,신세계 I&C,세아베스틸지주,애경케미칼,KB금융,신세계 I&C,LG디스플레이,애경산업
user1777,1.0,0.75,1.0,0.75,0.75,1.0,0.0,0.25,0.25,0.75,0.25,0.25,0.5,0.75,0.5,0.0,0.75,0.0,세방전지,애경산업,현대오토에버,현대엘리베이터,S-OIL,SK디앤디,LG이노텍,애경산업,삼성중공업,현대엘리베이터,한온시스템,SK디앤디
user1778,0.5,0.0,0.75,0.25,0.5,1.0,0.25,1.0,0.5,1.0,1.0,1.0,0.25,0.75,0.25,1.0,1.0,0.0,현대로템,애경산업,상상인증권,현대엘리베이터,다올투자증권,HD현대중공업,HD현대건설기계,애경산업,한화에어로스페이스,현대엘리베이터,현대로템,하이트진로
user1779,0.75,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.75,1.0,0.75,0.5,0.25,0.5,0.25,0.25,0.0,0.0,카카오페이,애경산업,한화투자증권,현대엘리베이터,세방전지,기업은행,현대로템,애경산업,한미약품,현대엘리베이터,한화투자증권,HL홀딩스
user1780,0.5,0.25,0.0,0.25,0.75,0.5,0.5,0.5,0.5,0.5,1.0,0.75,0.0,1.0,0.0,0.0,0.5,0.0,현대오토에버,애경산업,KCC,현대엘리베이터,삼성화재,롯데렌탈,현대로템,애경산업,카카오페이,현대엘리베이터,두산에너빌리티,하이트진로
user1781,0.25,0.75,0.75,0.0,0.5,0.75,0.75,0.5,0.75,0.5,0.25,0.5,0.75,0.0,0.75,0.25,0.0,1.0,롯데웰푸드,HD현대중공업,SK텔레콤,HL홀딩스,아시아나항공,한세실업,한화생명,애경산업,롯데이노베이트,현대엘리베이터,삼성전자,현대오토에버
user1782,0.75,0.25,0.5,0.75,0.5,0.75,1.0,0.75,0.0,0.25,0.5,0.5,0.25,0.0,0.0,0.0,1.0,2.0,대한항공,HD현대중공업,NH투자증권,SK스퀘어,삼성증권,삼성중공업,GS리테일,HD현대중공업,KB금융,SK스퀘어,대한항공,카카오
user1783,0.25,1.0,0.25,0.25,0.5,1.0,0.5,0.0,0.25,1.0,0.0,1.0,1.0,0.25,0.5,0.5,0.75,0.0,오뚜기,애경산업,코오롱인더,현대엘리베이터,코오롱ENP,기업은행,SK스퀘어,현대엘리베이터,한화투자증권,애경산업,한국가스공사,롯데렌탈
user1784,0.75,0.0,0.25,1.0,0.25,0.25,0.75,0.0,0.0,0.75,0.0,1.0,0.25,0.0,0.75,0.0,0.25,0.0,현대오토에버,현대엘리베이터,세방전지,애경산업,한온시스템,HD현대중공업,삼성SDI,현대엘리베이터,한온시스템,애경산업,현대오토에버,롯데렌탈
user1785,0.25,0.5,0.5,0.0,0.25,0.0,0.0,0.75,0.5,0.0,0.25,0.75,0.25,0.5,0.75,0.75,0.75,0.0,한진칼,애경산업,HDC현대산업개발,현대엘리베이터,코오롱인더,한화손해보험,HD현대건설기계,애경산업,HD현대일렉트릭,현대엘리베이터,SK스퀘어,하이트진로
user1786,0.25,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.25,0.5,0.0,0.0,0.5,0.25,0.25,0.25,0.5,0.0,기업은행,애경산업,세방전지,현대엘리베이터,NH투자증권,HL홀딩스,SKC,현대엘리베이터,LG이노텍,애경산업,롯데케미칼,하나투어
user1787,0.0,1.0,0.75,0.75,1.0,0.75,0.25,1.0,0.5,0.5,0.5,0.0,1.0,1.0,0.75,0.25,1.0,2.0,삼성증권,엘앤에프,하나금융지주,두산퓨얼셀,아시아나항공,미스토홀딩스,롯데이노베이트,두산퓨얼셀,롯데웰푸드,OCI 홀딩스,S-OIL,엘앤에프
user1788,0.0,0.25,0.0,0.25,0.25,0.75,0.25,1.0,0.25,0.5,0.5,1.0,0.75,1.0,1.0,0.0,0.0,0.0,KCC,현대엘리베이터,현대제철,애경산업,LG에너지솔루션,롯데렌탈,HD현대중공업,현대엘리베이터,현대제철,애경산업,LG에너지솔루션,하나투어
user1789,0.5,0.0,0.5,0.5,0.25,0.0,1.0,0.25,1.0,0.75,0.75,0.75,0.25,0.25,1.0,0.75,0.25,2.0,SK텔레콤,HD현대중공업,우리금융지주,한화손해보험,삼성증권,SKC,NEVER,SK바이오팜,KT,콜마홀딩스,한화생명,애경케미칼
user1790,0.75,0.25,1.0,0.5,0.25,0.75,0.75,0.25,0.75,0.25,0.25,1.0,0.75,0.0,0.75,0.25,0.25,2.0,SK텔레콤,HD현대중공업,한독,한화손해보험,하이트진로,SK스퀘어,한화생명,현대오토에버,현대모비스,HD현대중공업,KB금융,카카오페이
user1791,0.5,0.5,1.0,0.5,0.25,0.75,0.5,0.0,0.75,0.5,0.5,0.0,0.5,0.75,0.75,0.75,1.0,1.0,한화생명,미스토홀딩스,대한항공,애경산업,삼성생명,엘앤에프,삼성화재,애경산업,한화생명,현대엘리베이터,현대글로비스,SK디앤디
user1792,0.5,0.5,0.5,0.25,0.25,0.75,0.25,0.75,0.75,1.0,0.0,0.25,0.75,0.5,0.75,0.75,1.0,2.0,삼성증권,HD현대중공업,우리금융지주,두산퓨얼셀,대한항공,한화손해보험,현대위아,카카오페이,롯데이노베이트,두산퓨얼셀,S-OIL,애경케미칼
user1793,0.25,0.25,0.5,0.5,1.0,0.0,0.25,1.0,0.75,0.75,0.25,0.75,0.25,0.75,0.0,0.25,0.75,1.0,삼성증권,SK디앤디,넷마블,한화솔루션,KB금융,한일단조,KCC,OCI 홀딩스,세아베스틸지주,애경산업,한전KPS,현대엘리베이터
user1794,0.75,1.0,1.0,0.0,0.0,0.25,1.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,0.25,0.25,0.5,2.0,SK텔레콤,한온시스템,우리금융지주,삼성SDI,BNK금융,한화손해보험,삼성화재,애경케미칼,한화생명,현대오토에버,SK텔레콤,한온시스템
user1795,0.75,0.0,0.25,0.75,1.0,0.0,1.0,1.0,1.0,0.25,0.75,0.0,0.0,0.0,0.5,0.75,0.0,0.0,미래에셋증권,애경산업,한미글로벌,현대엘리베이터,한화투자증권,HD현대중공업,한미글로벌,애경산업,한화시스템,현대엘리베이터,LS ELCTRIC,미스토홀딩스
user1796,0.0,0.25,0.0,1.0,0.0,0.25,0.25,0.25,1.0,0.25,0.5,0.5,0.25,0.5,0.0,0.5,0.0,2.0,현대엘리베이터,한화손해보험,삼성증권,HD현대중공업,애경산업,OCI 홀딩스,삼성증권,OCI 홀딩스,교보증권,한화손해보험,한국타이어앤테크놀로지,콜마홀딩스
user1797,0.5,0.25,0.25,0.0,1.0,0.0,0.0,0.0,1.0,0.25,0.5,0.75,0.0,0.0,0.0,0.75,1.0,0.0,다올투자증권,애경산업,신세계 I&C,HD현대중공업,카카오페이,현대엘리베이터,HDC현대산업개발,애경산업,다올투자증권,현대엘리베이터,신세계 I&C,하이트진로
user1798,0.75,1.0,1.0,0.25,0.0,0.0,0.75,0.75,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.75,1.0,1.0,SK텔레콤,한화손해보험,KT,애경산업,우리금융지주,현대엘리베이터,삼성화재,애경산업,한화생명,현대엘리베이터,롯데이노베이트,OCI 홀딩스
user1799,0.25,1.0,0.25,0.25,0.75,0.0,0.5,1.0,0.0,0.0,1.0,0.75,0.5,0.5,1.0,0.75,1.0,2.0,우리금융지주,HD현대중공업,하나금융지주,엘앤에프,BNK금융,애경케미칼,롯데이노베이트,애경케미칼,이마트,OCI 홀딩스,한국금융지주,콜마홀딩스
user1800,0.0,0.5,0.75,0.0,0.5,0.0,1.0,0.75,0.0,0.5,0.0,1.0,0.0,0.75,0.0,0.0,1.0,1.0,대한항공,카카오,제주항공,SK스퀘어,롯데웰푸드,신세계 I&C,동원산업,카카오,삼성에스디에스,애경산업,한세실업,애경케미칼
user1801,0.25,0.0,0.75,0.25,0.5,1.0,0.75,0.25,0.25,0.25,0.75,0.75,0.5,0.25,0.0,1.0,0.75,0.0,다올투자증권,애경산업,한화투자증권,현대엘리베이터,SK바이오팜,HD현대중공업,한화에어로스페이스,애경산업,지역난방공사,현대엘리베이터,SK바이오팜,하이트진로
user1802,0.75,0.0,0.25,0.25,0.5,0.75,1.0,0.5,0.25,0.5,0.75,0.25,0.5,0.75,0.5,0.5,0.75,0.0,한화,애경산업,삼성생명,현대엘리베이터,미래에셋증권,미스토홀딩스,한화,애경산업,한국가스공사,현대엘리베이터,두산에너빌리티,하나투어
user1803,0.25,0.0,0.75,0.5,0.25,0.0,1.0,0.75,0.25,0.75,0.5,0.25,0.25,0.0,1.0,1.0,1.0,0.0,미래에셋증권,애경산업,한전KPS,현대엘리베이터,상상인증권,HD현대중공업,LG이노텍,애경산업,롯데케미칼,현대엘리베이터,포스코퓨처엠,하이트진로
user1804,0.25,1.0,0.25,1.0,0.0,0.25,0.5,1.0,0.25,0.5,1.0,0.5,0.75,0.5,0.0,0.25,0.5,1.0,NH투자증권,한화손해보험,삼성증권,HD현대중공업,기업은행,SK스퀘어,KCC,OCI 홀딩스,롯데이노베이트,콜마홀딩스,삼성생명,한화손해보험
user1805,0.0,0.25,1.0,0.0,0.25,0.75,0.5,0.25,0.0,1.0,0.5,0.5,0.0,0.25,0.0,1.0,0.75,1.0,대한항공,HD현대중공업,JB금융지주,애경산업,삼성증권,한화손해보험,현대비앤지스틸,애경산업,LG디스플레이,현대엘리베이터,OCI,현대오토에버
